School.Name,State,School.Sector,School.Type,Geolocation,ICSEA,Full.Time.Teaching.Staff,Full.Time.Non.Teaching.Staff,Total.Enrolments,Girls.Enrolments,Boys.Enrolments,Indigenous.Enrolments.Percentage,LBOTE.Percentage
Bullimbal School,NSW,Government,Special,Inner Regional,895,11.2,10.9,52,10,42,42,0
Parry School,NSW,Government,Special,Inner Regional,,5.9,7.1,14,6,8,50,0
G S Kidd Memorial School,NSW,Government,Special,Outer Regional,899,7,6.6,36,13,23,36,0
Sandon Public School,NSW,Government,Primary,Inner Regional,920,15.6,4.5,251,117,134,29,23
Barwon Learning Centre,NSW,Government,Special,Outer Regional,,4.8,5.4,5,1,4,100,
Manilla Central School,NSW,Government,Combined,Outer Regional,856,28.8,8.5,265,135,130,34,0
Farrer Memorial Agricultural High School,NSW,Government,Secondary,Inner Regional,1004,49.5,12.9,593,0,593,12,3
Glen Innes High School,NSW,Government,Secondary,Outer Regional,943,44.6,10.7,481,254,227,15,2
Inverell High School,NSW,Government,Secondary,Outer Regional,902,50.4,13.7,542,261,281,25,5
Tamworth High School,NSW,Government,Secondary,Inner Regional,873,66,16.9,676,350,326,33,5
Narrabri High School,NSW,Government,Secondary,Outer Regional,913,47.2,11.7,489,248,241,25,3
Quirindi High School,NSW,Government,Secondary,Outer Regional,892,41.6,12,373,177,196,28,2
Gunnedah High School,NSW,Government,Secondary,Outer Regional,830,44.8,12.6,426,207,219,44,4
Wee Waa High School,NSW,Government,Secondary,Outer Regional,866,22.3,7.4,154,83,71,32,1
Tenterfield High School,NSW,Government,Secondary,Outer Regional,960,29.2,8.2,241,136,105,9,3
Oxley High School,NSW,Government,Secondary,Inner Regional,946,75,18.8,1013,537,476,20,4
Moree Secondary College Carol Ave Campus,NSW,Government,Secondary,Outer Regional,768,30,10.8,213,95,118,58,6
Macintyre High School,NSW,Government,Secondary,Outer Regional,944,49.5,12.9,527,274,253,12,6
Warialda High School,NSW,Government,Secondary,Outer Regional,901,21.5,5.4,166,86,80,20,1
Peel High School,NSW,Government,Secondary,Inner Regional,857,62.5,17.1,746,359,387,37,6
Adelong Public School,NSW,Government,Primary,Inner Regional,946,3.8,1.5,65,37,28,5,0
Albury Public School,NSW,Government,Primary,Inner Regional,1049,34.3,4.1,630,308,322,4,10
Albury West Public School,NSW,Government,Primary,Inner Regional,867,13.2,1.9,141,76,65,28,6
Ardlethan Central School,NSW,Government,Combined,Outer Regional,939,10,3.5,51,24,27,6,0
Ariah Park Central School,NSW,Government,Combined,Outer Regional,968,15.3,4.2,135,74,61,4,1
Balranald Central School,NSW,Government,Combined,Outer Regional,889,16.3,6.4,148,70,78,30,4
Barellan Central School,NSW,Government,Combined,Outer Regional,936,13,5.4,100,42,58,8,5
Barham Public School,NSW,Government,Primary,Outer Regional,984,8.9,1.8,122,62,60,5,2
Barmedman Public School,NSW,Government,Primary,Outer Regional,811,1.4,0.7,9,3,6,33,11
Barooga Public School,NSW,Government,Primary,Inner Regional,980,8.8,1.7,118,57,61,3,1
Batlow Technology School,NSW,Government,Combined,Outer Regional,913,14,5.4,123,56,67,7,7
Beckom Public School,NSW,Government,Primary,Outer Regional,930,1.4,0.9,7,3,4,29,0
Beelbangera Public School,NSW,Government,Primary,Outer Regional,992,12,1.9,192,101,91,5,21
Berrigan Public School,NSW,Government,Primary,Outer Regional,959,5.1,1.5,71,31,40,6,3
Binalong Public School,NSW,Government,Primary,Inner Regional,972,2.6,0.9,36,19,17,6,0
Binya Public School,NSW,Government,Primary,Outer Regional,1042,1.3,1,9,5,4,11,0
Blighty Public School,NSW,Government,Primary,Outer Regional,996,2.5,0.9,37,18,19,0,8
Bongongo Public School,NSW,Government,Primary,Outer Regional,983,1.4,0.9,14,4,10,14,0
Booligal Public School,NSW,Government,Primary,Remote,1024,1.3,0.7,6,3,3,0,0
Boree Creek Public School,NSW,Government,Primary,Outer Regional,920,2.6,0.9,29,13,16,10,0
Bribbaree Public School,NSW,Government,Primary,Outer Regional,926,1.3,0.9,10,4,6,0,0
Brocklesby Public School,NSW,Government,Primary,Inner Regional,976,1.3,1,10,6,4,10,0
Brungle Public School,NSW,Government,Primary,Inner Regional,669,1.4,0.9,13,8,5,85,0
Bunnaloo Public School,NSW,Government,Primary,Outer Regional,1039,3.7,1.5,41,26,15,0,2
Burrumbuttock Public School,NSW,Government,Primary,Inner Regional,954,2.5,1,30,10,20,10,0
Uranquinty Public School,NSW,Government,Primary,Inner Regional,975,2.5,0.9,43,19,24,9,7
Carrathool Public School,NSW,Government,Primary,Outer Regional,949,1.3,0.7,7,3,4,14,0
Conargo Public School,NSW,Government,Primary,Outer Regional,913,1.3,0.7,6,0,6,17,0
Coolamon Central School,NSW,Government,Combined,Inner Regional,959,29.2,6.6,304,165,139,10,1
Cootamundra Public School,NSW,Government,Primary,Inner Regional,972,17.6,2.6,302,148,154,9,7
Corowa Public School,NSW,Government,Primary,Inner Regional,947,14.6,3.5,226,99,127,4,3
Corowa South Public School,NSW,Government,Primary,Inner Regional,955,2.7,0.9,49,25,24,6,6
Culcairn Public School,NSW,Government,Primary,Inner Regional,979,7.5,1.7,114,48,66,9,5
Darlington Point Public School,NSW,Government,Primary,Outer Regional,814,6.5,1.5,59,27,32,37,0
Euabalong West Public School,NSW,Government,Primary,Remote,821,2.1,0.9,19,11,8,42,0
Eurongilly Public School,NSW,Government,Primary,Outer Regional,1019,1.8,0.8,21,10,11,0,0
Forest Hill Public School,NSW,Government,Primary,Inner Regional,970,14.2,2.5,251,112,139,15,5
Ganmain Public School,NSW,Government,Primary,Outer Regional,872,2.6,0.9,28,15,13,29,0
Gerogery Public School,NSW,Government,Primary,Inner Regional,908,1.4,1.1,20,12,8,15,5
Goolgowi Public School,NSW,Government,Primary,Outer Regional,969,2.8,0.9,37,15,22,8,8
Greenethorpe Public School,NSW,Government,Primary,Outer Regional,954,1.4,1.2,13,6,7,8,0
Griffith Public School,NSW,Government,Primary,Outer Regional,846,28,4.1,380,185,195,28,54
Gundagai Public School,NSW,Government,Primary,Inner Regional,946,8.9,1.8,156,65,91,13,1
Gundagai South Public School,NSW,Government,Primary,Inner Regional,918,3.5,1.4,44,21,23,16,0
Hanwood Public School,NSW,Government,Primary,Outer Regional,981,15.7,2.5,244,123,121,5,20
Hay Public School,NSW,Government,Primary,Outer Regional,931,11.6,2.1,178,83,95,17,2
Henty Public School,NSW,Government,Primary,Inner Regional,961,7.3,1.7,108,48,60,12,6
Hillston Central School,NSW,Government,Combined,Remote,916,18,5.9,175,85,90,21,13
Holbrook Public School,NSW,Government,Primary,Inner Regional,983,9.8,1.7,137,54,83,11,4
Howlong Public School,NSW,Government,Primary,Inner Regional,1005,11.3,1.9,194,96,98,1,4
Humula Public School,NSW,Government,Primary,Outer Regional,945,1.7,0.9,19,11,8,21,0
Illabo Public School,NSW,Government,Primary,Outer Regional,994,2.5,0.9,37,19,18,14,3
Jerilderie Public School,NSW,Government,Primary,Outer Regional,957,2.5,0.9,32,19,13,9,11
Jindera Public School,NSW,Government,Primary,Inner Regional,984,11.9,3,167,74,93,4,2
Junee Public School,NSW,Government,Primary,Inner Regional,877,7.8,1.8,99,47,52,21,3
Junee North Public School,NSW,Government,Primary,Inner Regional,935,10.1,1.9,159,89,70,13,3
Ladysmith Public School,NSW,Government,Primary,Inner Regional,1004,2.6,0.9,26,14,12,0,0
Lake Albert Public School,NSW,Government,Primary,Inner Regional,996,29.2,5,526,264,262,8,3
Lake Cargelligo Central School,NSW,Government,Combined,Remote,846,26.5,7.6,221,114,107,41,4
Lake Wyangan Public School,NSW,Government,Primary,Outer Regional,963,6.7,1.7,100,56,44,15,46
Lavington Public School,NSW,Government,Primary,Inner Regional,941,22.7,4.1,411,202,209,11,12
Leeton Public School,NSW,Government,Primary,Outer Regional,987,18.9,3,360,163,197,7,14
Lockhart Central School,NSW,Government,Combined,Outer Regional,849,13.6,5.4,85,38,47,28,1
Lowesdale Public School,NSW,Government,Primary,Inner Regional,1027,1.8,0.7,21,10,11,0,0
Maimuru Public School,NSW,Government,Primary,Outer Regional,1007,1.4,1.1,14,8,6,0,7
Marrar Public School,NSW,Government,Primary,Inner Regional,967,1.4,0.9,16,6,10,13,0
Mathoura Public School,NSW,Government,Primary,Outer Regional,934,3.8,1.5,64,35,29,13,5
Matong Public School,NSW,Government,Primary,Outer Regional,963,2.5,0.9,36,17,19,17,17
Mayrung Public School,NSW,Government,Primary,Outer Regional,915,2.6,0.9,27,12,15,11,0
Moama Public School,NSW,Government,Primary,Inner Regional,925,11,3.9,161,90,71,21,9
Monteagle Public School,NSW,Government,Primary,Outer Regional,899,1.7,0.7,19,13,6,21,0
Moulamein Public School,NSW,Government,Primary,Outer Regional,960,3.8,1.5,59,31,28,3,7
Mulwala Public School,NSW,Government,Primary,Inner Regional,970,4,1.5,59,37,22,3,0
Murringo Public School,NSW,Government,Primary,Outer Regional,936,2.5,0.9,44,20,24,9,0
Murrumburrah Public School,NSW,Government,Primary,Inner Regional,924,11.3,3,180,88,92,19,7
Nangus Public School,NSW,Government,Primary,Inner Regional,922,1.9,0.7,22,13,9,9,0
Naradhan Public School,NSW,Government,Primary,Remote,900,1.3,1.2,11,4,7,45,0
Narrandera Public School,NSW,Government,Primary,Outer Regional,839,16,5.5,247,127,120,37,4
Oaklands Central School,NSW,Government,Combined,Outer Regional,961,9.6,3.8,64,33,31,3,5
Pleasant Hills Public School,NSW,Government,Primary,Outer Regional,981,1.8,0.7,24,11,13,4,0
Rand Public School,NSW,Government,Primary,Outer Regional,989,2.5,0.9,27,15,12,11,0
Rankins Springs Public School,NSW,Government,Primary,Outer Regional,928,2.7,0.9,27,12,15,15,0
The Rock Central School,NSW,Government,Combined,Inner Regional,938,14.4,5.6,173,90,83,15,2
Rosewood Public School,NSW,Government,Primary,Outer Regional,852,1.4,0.7,16,6,10,19,0
Savernake Public School,NSW,Government,Primary,Outer Regional,905,1.4,0.7,5,4,1,40,0
Stockinbingal Public School,NSW,Government,Primary,Outer Regional,910,2.5,0.9,25,12,13,8,0
Tallimba Public School,NSW,Government,Primary,Outer Regional,933,2.7,0.9,27,15,12,0,4
Tarcutta Public School,NSW,Government,Primary,Outer Regional,916,1.4,1,17,10,7,0,6
Temora Public School,NSW,Government,Primary,Outer Regional,981,15.1,2.5,265,107,158,4,3
Tharbogang Public School,NSW,Government,Primary,Outer Regional,974,2.8,0.9,41,17,24,5,63
Thurgoona Public School,NSW,Government,Primary,Inner Regional,1015,32.7,4.1,588,292,296,7,10
Tocumwal Public School,NSW,Government,Primary,Inner Regional,1001,9.9,1.9,140,79,61,6,4
Tooleybuc Central School,NSW,Government,Combined,Outer Regional,945,13,5.4,112,51,61,12,4
Tullibigeal Central School,NSW,Government,Combined,Remote,962,9.9,3.4,57,35,22,9,0
Tumbarumba Public School,NSW,Government,Primary,Outer Regional,947,10.1,2,164,87,77,10,10
Tumut Public School,NSW,Government,Primary,Inner Regional,978,17.6,3,332,171,161,14,9
Ungarie Central School,NSW,Government,Combined,Outer Regional,943,12.5,4,99,39,60,6,0
Urana Public School,NSW,Government,Primary,Outer Regional,884,1.4,0.9,8,3,5,13,11
Wagga Wagga Public School,NSW,Government,Primary,Inner Regional,1024,29.3,3.1,442,233,209,6,14
North Wagga Public School,NSW,Government,Primary,Inner Regional,989,16.1,2.5,273,122,151,10,6
South Wagga Public School,NSW,Government,Primary,Inner Regional,1043,17.3,2.9,332,161,171,6,20
Wakool Burraboi Public School,NSW,Government,Primary,Outer Regional,871,1.4,0.7,9,3,6,11,0
Walbundrie Public School,NSW,Government,Primary,Outer Regional,1026,1.8,1,22,8,14,0,0
Walla Walla Public School,NSW,Government,Primary,Inner Regional,981,2.6,0.9,35,17,18,14,0
Wallendbeen Public School,NSW,Government,Primary,Inner Regional,,1.3,0.9,6,3,3,0,0
Wamoon Public School,NSW,Government,Primary,Outer Regional,797,2.6,0.9,35,15,20,40,0
Weethalle Public School,NSW,Government,Primary,Outer Regional,933,1.8,0.7,20,14,6,15,0
Whitton-Murrami Public School,NSW,Government,Primary,Outer Regional,898,3.3,1.1,25,8,17,32,0
Wombat Public School,NSW,Government,Primary,Inner Regional,898,1.7,0.7,18,11,7,0,0
Wyalong Public School,NSW,Government,Primary,Outer Regional,877,4,1.4,57,30,27,21,4
West Wyalong Public School,NSW,Government,Primary,Outer Regional,945,15.5,2.7,256,124,132,14,5
Table Top Public School,NSW,Government,Primary,Inner Regional,1020,3.8,1.4,61,26,35,8,3
Yanco Public School,NSW,Government,Primary,Outer Regional,898,3.4,0.9,48,22,26,25,0
Yenda Public School,NSW,Government,Primary,Outer Regional,981,7.3,1.7,104,42,62,8,4
Yerong Creek Public School,NSW,Government,Primary,Outer Regional,929,1.8,0.7,23,13,10,22,9
Yoogali Public School,NSW,Government,Primary,Outer Regional,882,2.8,1.3,35,13,22,11,9
Young Public School,NSW,Government,Primary,Inner Regional,968,32.5,7,542,252,290,8,8
Albury North Public School,NSW,Government,Primary,Inner Regional,878,22.5,4.7,247,116,131,17,18
Kapooka Public School,NSW,Government,Primary,Inner Regional,983,5.1,1.4,79,52,27,9,6
Finley Public School,NSW,Government,Primary,Inner Regional,955,10.4,2,167,82,85,14,5
Griffith North Public School,NSW,Government,Primary,Outer Regional,970,26.6,3.7,425,216,209,13,27
Deniliquin South Public School,NSW,Government,Primary,Inner Regional,969,16.1,2.5,263,126,137,5,3
Young North Public School,NSW,Government,Primary,Inner Regional,921,20.4,5.8,305,149,156,14,7
Turvey Park Public School,NSW,Government,Primary,Inner Regional,935,20.6,3.1,390,196,194,14,21
Lavington East Public School,NSW,Government,Primary,Inner Regional,944,21.1,4.9,348,176,172,7,23
Kooringal Public School,NSW,Government,Primary,Inner Regional,968,29.6,4.3,453,214,239,14,10
Temora West Public School,NSW,Government,Primary,Outer Regional,921,10.1,2.7,131,79,52,11,4
Mount Austin Public School,NSW,Government,Primary,Inner Regional,794,16.9,4.4,235,116,119,35,24
Griffith East Public School,NSW,Government,Primary,Outer Regional,973,32.3,5.1,569,251,318,11,21
Khancoban Public School,NSW,Government,Primary,Outer Regional,976,2,0.7,26,13,13,15,11
Deniliquin North Public School,NSW,Government,Primary,Inner Regional,977,11.8,2.1,172,81,91,6,7
Coleambally Central School,NSW,Government,Combined,Outer Regional,917,23.7,8.6,187,92,95,20,2
Talbingo Public School,NSW,Government,Primary,Outer Regional,1101,1.4,0.9,7,2,5,0,11
Ashmont Public School,NSW,Government,Primary,Inner Regional,776,17.7,3.5,245,123,122,53,7
E A Southee Public School,NSW,Government,Primary,Inner Regional,867,7.9,1.7,98,48,50,26,3
Hume Public School,NSW,Government,Primary,Inner Regional,824,14.1,7.3,149,73,76,39,18
Red Hill Public School,NSW,Government,Primary,Inner Regional,824,18.5,8.1,240,112,128,46,15
Parkview Public School,NSW,Government,Primary,Outer Regional,891,22.8,3,409,216,193,22,8
Edward Public School,NSW,Government,Primary,Inner Regional,866,11.9,2.8,134,63,71,31,1
Franklin Public School,NSW,Government,Primary,Inner Regional,911,16.4,2.5,281,138,143,14,3
Sturt Public School,NSW,Government,Primary,Inner Regional,987,22.3,2.9,401,182,219,11,16
Glenroy Public School,NSW,Government,Primary,Inner Regional,878,12.2,1.9,190,100,90,23,12
Springdale Heights Public School,NSW,Government,Primary,Inner Regional,905,11.6,1.9,173,83,90,15,12
Clare Public School,NSW,Government,Primary,Remote,,1.3,0.9,2,1,1,0,0
Willans Hill School,NSW,Government,Special,Inner Regional,952,14,12.5,62,25,37,10,16
Wewak Street School,NSW,Government,Special,Inner Regional,902,12.5,12.6,60,23,37,17,5
Gadara School,NSW,Government,Special,Inner Regional,912,7,6.6,23,6,17,13,0
Kalinda School,NSW,Government,Special,Outer Regional,902,6.9,7.2,31,5,26,16,53
Gralee School,NSW,Government,Special,Outer Regional,800,4.7,4.4,15,8,7,53,7
Kandeer School,NSW,Government,Special,Inner Regional,,5.9,4.9,17,2,15,24,0
The Bidgee School,NSW,Government,Special,Inner Regional,,9.1,9.4,46,14,32,20,33
Albury High School,NSW,Government,Secondary,Inner Regional,1010,74.6,16.8,992,517,475,5,10
Hay War Memorial High School,NSW,Government,Secondary,Outer Regional,920,22.5,6.4,149,82,67,18,3
Wagga Wagga High School,NSW,Government,Secondary,Inner Regional,973,78.7,17.2,1038,537,501,9,14
Yanco Agricultural High School,NSW,Government,Secondary,Outer Regional,1001,34.5,8,241,108,133,11,0
Young High School,NSW,Government,Secondary,Inner Regional,932,49.5,12.1,553,279,274,14,14
Leeton High School,NSW,Government,Secondary,Outer Regional,927,46.5,10.8,467,242,225,13,10
Narrandera High School,NSW,Government,Secondary,Outer Regional,911,34.9,9.2,304,156,148,24,5
Temora High School,NSW,Government,Secondary,Outer Regional,935,36.2,9,354,168,186,7,3
Junee High School,NSW,Government,Secondary,Inner Regional,925,27.7,7.8,221,106,115,10,6
Cootamundra High School,NSW,Government,Secondary,Inner Regional,932,34,9.6,326,154,172,13,5
Deniliquin High School,NSW,Government,Secondary,Inner Regional,947,49.1,12.7,490,239,251,10,2
James Fallon High School,NSW,Government,Secondary,Inner Regional,903,62.7,15.7,738,363,375,16,11
Corowa High School,NSW,Government,Secondary,Inner Regional,970,31.2,6.6,309,153,156,3,3
Murrumburrah High School,NSW,Government,Secondary,Inner Regional,889,16.8,5.4,141,77,64,17,4
Tumut High School,NSW,Government,Secondary,Inner Regional,951,47.5,11.7,530,277,253,12,4
Finley High School,NSW,Government,Secondary,Inner Regional,957,39,10,351,180,171,9,5
West Wyalong High School,NSW,Government,Secondary,Outer Regional,941,32.8,7.6,290,137,153,12,7
Mount Austin High School,NSW,Government,Secondary,Inner Regional,821,53.4,16.5,463,215,248,42,12
Gundagai High School,NSW,Government,Secondary,Inner Regional,916,23.5,6.4,197,91,106,14,2
Tumbarumba High School,NSW,Government,Secondary,Outer Regional,938,25.1,6.8,192,93,99,16,5
Barham High School,NSW,Government,Secondary,Outer Regional,964,19.1,5.4,156,77,79,6,4
Kooringal High School,NSW,Government,Secondary,Inner Regional,980,64.5,14.5,884,476,408,10,10
Billabong High School,NSW,Government,Secondary,Inner Regional,963,39.1,9.4,392,193,199,6,2
Murray High School,NSW,Government,Secondary,Inner Regional,932,59.4,13.3,708,361,347,9,15
Adaminaby Public School,NSW,Government,Primary,Outer Regional,980,1.3,1,19,7,12,5,0
Albion Park Public School,NSW,Government,Primary,Major Cities,975,30.1,7.6,487,229,258,6,6
Austinmer Public School,NSW,Government,Primary,Major Cities,1119,16.1,2.8,309,149,160,2,10
Avoca Public School,NSW,Government,Primary,Inner Regional,1026,1.3,0.9,11,7,4,0,0
Colo Vale Public School,NSW,Government,Primary,Inner Regional,975,11.3,2,183,87,96,1,10
Balgownie Public School,NSW,Government,Primary,Major Cities,1078,18.2,2.9,333,162,171,3,18
Batemans Bay Public School,NSW,Government,Primary,Inner Regional,894,36.3,10.3,570,292,278,28,7
Bega Valley Public School,NSW,Government,Primary,Outer Regional,930,22.8,6.1,316,142,174,14,6
Bemboka Public School,NSW,Government,Primary,Outer Regional,957,2.6,0.9,47,22,25,9,9
Berkeley Public School,NSW,Government,Primary,Major Cities,926,19.6,2.9,348,170,178,16,27
Bermagui Public School,NSW,Government,Primary,Outer Regional,933,10.9,2.9,171,97,74,20,6
Berridale Public School,NSW,Government,Primary,Outer Regional,985,3.8,1.4,56,30,26,9,0
Berrima Public School,NSW,Government,Primary,Inner Regional,1041,8.5,1.9,157,78,79,4,6
Berry Public School,NSW,Government,Primary,Inner Regional,1063,17.1,2.8,325,143,182,3,11
Bigga Public School,NSW,Government,Primary,Outer Regional,1009,1.3,0.9,8,2,6,0,25
